Code guichet,empty,Code localité,id,Code commune,GUICHETS ,ENTREPRISES  TPE Nombre,ENTREPRISES  TPE Montant,ENTREPRISES PME Nombre,ENTREPRISES PME Montant,ENTREPRISES  GE  (*) Nombre,ENTREPRISES  GE  (*) Montant,ENTREPRISES Entrepreneurs individuels Nombre,ENTREPRISES  Entrepreneurs individuels Montant,ENTREPRISES  Total Nombre,ENTREPRISES  Total Montant,PARTICULIERS Nombre,PARTICULIERS Montant,Code GPS X,Code GPS X2
0240,,480,240,,MEKNES ZITOUNE                ,,,,,,,,,,, 291   ," 25,116   ",-5.5471892,33.8683655
0241,,480,241,,MEKNES TAKADOUM               ,,,,,,,,,,, 91   ," 7,901   ",-5.5795339,33.8849012
0242,,480,242,,OUISLANE EX DOUAR SOUSSI      ,,,,,,,,,,, 181   ," 13,919   ",-5.4896451,33.9113921
0243,,380,243,,KHENIFRA OUAD ADAHAB          ,,,,,,,,,,, 43   ," 1,385   ",-5.6700075,32.9243296
0244,,140,244,,BOULEMANE                     ,,,,,,,,,,, 31   , 902   ,-4.731637,33.366037
0245,,141,245,,IMOUZZER MARMOUCHA            ,,,,,,,,,,, 32   ," 1,088   ",-4.294565,33.471216
0246,,140,246,,EL MERS                       ,,,,,,,,,,, -     , -     ,-4.448546,33.444452
0247,,140,247,,ALMIS GUIGOU                  ,,,,,,,,,,, 28   , 664   ,-4.829714,33.382917
0248,,140,248,,AIT HAMZA                     ,,,,,,,,,,, -     , -     ,-4.88772,33.350128
0249,,140,249,,ENJIL                         ,,,,,,,,,,, 3   , 133   ,-4.632687,33.231015
0250,,703,250,,GUERCIF                       ,,,,,,,,,,, 411   ," 11,702   ",-3.351134,34.223686
0251,,703,251,,GUERCIF NOUGD                 ,,,,,,,,,,, 49   ," 1,095   ",-3.3547515,34.2329867
0252,,703,252,,GUERCIF FAR                   ,,,,,,,,,,, -     , -     ,-3.363072,34.224961
0253,,707,253,,SAKA                          ,,,,,,,,,,, -     , -     ,-3.414197,34.620725
0254,,704,254,,BERKINE                       ,,,,,,,,,,, -     , -     ,-3.845958,33.766758
0255,,699,255,,MEZGUITEM                     ,,,,,,,,,,, 1   , 1   ,-3.637851,34.500372
0256,,706,256,,MAHIRIJA                      ,,,,,,,,,,, -     , -     ,-3.277501,33.989906
0257,,705,257,,HOUARA OULAD RAHHO            ,,,,,,,,,,, 10   , 149   ,-3.584995,34.216405
0258,,288,258,,IMOUZZER KANDAR               ,,,,,,,,,,, 125   ," 7,208   ",-5.010278,33.728808
0259,,690,259,,MATMATA                       ,,,,,,,,,,, 39   , 773   ,-4.550582,34.099305
0260,,711,260,,TAHALA                        ,,,,,,,,,,, 230   ," 7,053   ",-4.425707,34.047595
0261,,712,261,,BOUZEMLANE                    ,,,,,,,,,,, 7   , 6   ,-4.552811,34.010168
0262,,715,262,,ZERARDA                       ,,,,,,,,,,, 54   ," 1,473   ",-4.376646,33.975985
0263,,144,263,,MISSOUR                       ,,,,,,,,,,, 289   ," 7,105   ",-3.9889357,33.0471446
0264,,144,264,,MISSOUR FAR                   ,,,,,,,,,,, -     , -     ,-4.018099,33.065453
0265,,146,265,,OUTAT EL HAJ                  ,,,,,,,,,,, 343   ," 6,297   ",-3.704002,33.344253
0266,,145,266,,KSABI                         ,,,,,,,,,,, 1   , 182   ,-4.398689,32.830017
0267,,140,267,,TINDIT                        ,,,,,,,,,,, 1   , 12   ,-3.622272,33.663659
0268,,147,268,,OULED ALI                     ,,,,,,,,,,, -     , -     ,-3.96939,33.461397
0269,,672,269,,OURTZARH                      ,,,,,,,,,,, 21   , 347   ,-4.965852,34.535409
0270,,671,270,,RHAFSAI                       ,,,,,,,,,,, 77   ," 2,065   ",-4.9142897,34.6314997
0271,,660,271,,RETBA                         ,,,,,,,,,,, -     , -     ,-4.937362,34.777641
0274,,281,274,,SEFROU BAB MEKAM              ,,,,,,,,,,, 33   ," 3,389   ",-4.836959,33.832031
0275,,286,275,,BHALIL                        ,,,,,,,,,,, 25   ," 1,209   ",-4.871197,33.85605
0276,,140,276,,SKOURA SEGHROUCHEN            ,,,,,,,,,,, 7   , 223   ,-4.544941,33.518962
0277,,281,277,,TAZOUTA                       ,,,,,,,,,,, 2   , 49   ,-4.634484,33.667952
0278,,281,278,,AZZABA                        ,,,,,,,,,,, 1   , 24   ,-4.701971,33.827438
0279,,660,279,,KHLALFA                       ,,,,,,,,,,, 1   , 23   ,-4.62724,34.672694
0280,,663,280,,BOUHOUDA                      ,,,,,,,,,,, 5   , 268   ,-4.55493,34.5910225
0281,,660,281,,TAOUNATE ASTAR                ,,,,,,,,,,, 5   , 103   ,-4.648767,34.549348
0282,,660,282,,TAOUNATE PPAL                 ,,,,,,,,,,, 269   ," 9,616   ",-4.6383334,34.5373537
0283,,664,283,,TAHAR SOUK                    ,,,,,,,,,,, -     , -     ,-4.276232,34.653955
0284,,677,284,,AIN AICHA                     ,,,,,,,,,,, 26   , 693   ,-4.689169,34.46145
0285,,662,285,,BNI OULID                     ,,,,,,,,,,, -     , -     ,-4.447599,34.590049
0286,,660,286,,BNI KORRA                     ,,,,,,,,,,, 4   , 71   ,-4.579649,34.570099
0287,,661,287,,AIN MEDIOUNA                  ,,,,,,,,,,, 4   , 40   ,-4.550644,34.49523
0288,,281,288,,OULAD MKOUDOU                 ,,,,,,,,,,, -     , -     ,-4.50267,33.809482
0289,,678,289,,BOUAROUS                      ,,,,,,,,,,, 1   , 92   ,-4.81081,34.366478
0290,,690,290,,TAZA PRINCIPAL                ,,,,,,,,,,, 592   ," 17,944   ",-4.0073705,34.2219948
0291,,690,291,,TAZA BIT GHOULAM              ,,,,,,,,,,, 3   , 57   ,-4.0025023,34.2242425
0292,,696,292,,AKNOUL                        ,,,,,,,,,,, 2   , 12   ,-3.865407,34.654771
0293,,690,293,,TAZA FAR                      ,,,,,,,,,,, -     , -     ,-4.00703,34.219059
0294,,697,294,,AJDIR                         ,,,,,,,,,,, -     , -     ,-3.973875,34.743199
0295,,698,295,,BOURED                        ,,,,,,,,,,, -     , -     ,-4.093823,34.731354
0296,,690,296,,TAZA HAUT                     ,,,,,,,,,,, 170   ," 5,361   ",-4.0143375,34.2088853
0297,,716,297,,TAINESTE                      ,,,,,,,,,,, 2   , 35   ,-4.132268,34.55522
0298,,701,298,,TIZI OUZLI                    ,,,,,,,,,,, -     , -     ,-3.794304,34.7625
0299,,690,299,,HAD MSILA                     ,,,,,,,,,,, -     , -     ,-4.176234,34.425291
0300,,695,300,,OUED AMLIL                    ,,,,,,,,,,, 46   ," 2,314   ",-4.270063,34.190914
0301,,718,301,,KAHF EL RHAR                  ,,,,,,,,,,, 1   , 42   ,-4.25952,34.508289
0302,,694,302,,MEKNASSA ACHARQIA             ,,,,,,,,,,, 1   , 6   ,-3.921497,34.35107
0303,,713,303,,MERHRAOUA                     ,,,,,,,,,,, 1   , 1   ,-4.045898,33.931239
0304,,717,304,,BAB EL MROUJ                  ,,,,,,,,,,, 1   , 0   ,-4.043768,34.415568
0305,,690,305,,ARBA BENI FTAH                ,,,,,,,,,,, -     , -     ,-4.0387791,34.4971357
0306,,693,306,,BENI LENT                     ,,,,,,,,,,, -     , -     ,-4.206219,34.325839
0307,,692,307,,SEBT BNI FRASSEN              ,,,,,,,,,,, -     , -     ,-4.37564,34.378871
0308,,690,308,,HAD OULAD ZBAIR               ,,,,,,,,,,, 2   , 21   ,-4.3211,34.288894
0309,,691,309,,BAB MERZOUKA                  ,,,,,,,,,,, 4   , 29   ,-4.14404,34.210862
0310,,690,310,,TAZA GARE                     ,,,,,,,,,,, 207   ," 6,328   ",-4.0099025,34.2306316
0311,,360,311,,KHEMISSET PPL                 ,,,,,,,,,,, 543   ," 18,474   ",-6.065309,33.824435
0312,,360,312,,KHEMISSET FATH                ,,,,,,,,,,, 132   ," 4,677   ",-6.076169,33.8329218
0313,,360,313,,KHEMISSET ESSAADA             ,,,,,,,,,,, 2   , 30   ,-6.0665024,33.8139637
0314,,360,314,,KHEMISSET SIDI GHRIB          ,,,,,,,,,,, -     , -     ,-6.069732,33.834312
0315,,360,315,,KHEMISSET AZHAR               ,,,,,,,,,,, 502   ," 21,907   ",-6.0717776,33.8249986
0316,,360,316,,SFASSIF                       ,,,,,,,,,,, 4   , 106   ,-5.804303,33.894063
0317,,363,317,,KHEMIS AIT YADDINE            ,,,,,,,,,,, 37   , 570   ,-6.0138291,33.9753024
0318,,360,318,,SIDI ALLAL LEMSEDDER          ,,,,,,,,,,, -     , -     ,-6.150801,33.872257
0319,,731,319,,KSAR EL KEBIR PPAL            ,,,,,,,,,,, 299   ," 8,038   ",-5.9074635,34.9979028
0320,,733,320,,TATOUFET                      ,,,,,,,,,,, 1   , 23   ,-5.766704,35.034413
0321,,731,321,,KSAR EL KEBIR HAY ESSALAM     ,,,,,,,,,,, 102   ," 2,817   ",-5.9009993,34.9984114
0322,,735,322,,LARAHE EL OUAFA               ,,,,,,,,,,, 46   ," 1,721   ",-6.1466789,35.177246
0323,,735,323,,LARACHE                       ,,,,,,,,,,, 308   ," 11,305   ",-6.1506365,35.1956598
0324,,643,324,,ASILAH                        ,,,,,,,,,,, 160   ," 7,191   ",-6.030668,35.4680713
0325,,735,325,,TLATA RISSANA                 ,,,,,,,,,,, 3   , 181   ,-5.947461,35.220323
0326,,645,326,,HAD RHARBIA                   ,,,,,,,,,,, 22   , 594   ,-5.931212,35.515688
0327,,732,327,,AL AOUAMRA                    ,,,,,,,,,,, 10   , 298   ,-6.090803,35.068057
0328,,737,328,,SEBT BNI GARFET               ,,,,,,,,,,, 5   , 271   ,-5.8366182,35.2556795
0329,,738,329,,KHEMIS SAHEL                  ,,,,,,,,,,, 14   , 295   ,-6.0799644,35.2551079
0330,,646,330,,TNINE SIDI YAMANI             ,,,,,,,,,,, -     , -     ,-5.972692,35.36953
0331,,644,331,,DAR CHAOUI                    ,,,,,,,,,,, 1   , 13   ,-5.717925,35.530528
0332,,341,332,,OUEZZANE                      ,,,,,,,,,,, 640   ," 37,487   ",-5.578088,34.79742
0333,,341,333,,OUEZZANE ROUIDA               ,,,,,,,,,,, 19   ," 1,176   ",-5.5756259,34.793506
0334,,341,334,,OUEZZANE RMEL                 ,,,,,,,,,,, 46   ," 1,592   ",-5.5844477,34.798213
0335,,345,335,,TEROUAL                       ,,,,,,,,,,, 1   , 23   ,-5.272764,34.675416
0336,,344,336,,SIDI REDOUANE                 ,,,,,,,,,,, 22   , 395   ,-5.448511,34.685289
0337,,346,337,,AIN DORIJ                     ,,,,,,,,,,, -     , -     ,-5.289788,34.613528
0338,,368,338,,ROMMANI                       ,,,,,,,,,,, 85   ," 4,010   ",-6.6047681,33.5272422
0339,,372,339,,SIDI BETTACHE                 ,,,,,,,,,,, 6   , 537   ,-6.894948,33.567748
0340,,373,340,,ZHILIGA                       ,,,,,,,,,,, -     , -     ,-6.544359,33.295212
0341,,369,341,,HAD BRACHOUA                  ,,,,,,,,,,, -     , -     ,-6.631982,33.693946
0342,,360,342,,AIN SBIT                      ,,,,,,,,,,, -     , -     ,-6.520171,33.556318
0343,,346,343,,SIDI KACEM                    ,,,,,,,,,,, 298   ," 23,940   ",-5.708929,34.2240607
0344,,346,344,,SIDI KACEM CHLIHAT            ,,,,,,,,,,, -     , -     ,-5.735604,34.238839
0345,,335,345,,KHENICHET                     ,,,,,,,,,,, 160   ," 1,555   ",-5.685366,34.43896
0346,,346,346,,SIDI KACEM ZAOUIA             ,,,,,,,,,,, 4   , 381   ,-5.711067,34.204923
0347,,349,347,,SIDI SLIMANE                  ,,,,,,,,,,, 221   ," 8,437   ",-5.9253592,34.2621976
0352,,353,352,,SOUK LARBAA HAY ESSALAM       ,,,,,,,,,,, 13   , 230   ,-5.992237,34.67587
0353,,331,353,,MLY BOUSSELHAM                ,,,,,,,,,,, 18   , 339   ,-6.281476,34.878789
0354,,353,354,,SOUK LARBâA DU GHARB          ,,,,,,,,,,, 104   ," 3,243   ",-6.0040739,34.6850835
0355,,354,355,,ARBAOUA                       ,,,,,,,,,,, 8   , 88   ,-5.924284,34.91018
0356,,333,356,,HAD KOURT                     ,,,,,,,,,,, 25   ," 1,108   ",-5.734136,34.616957
0357,,336,357,,MECHRâA BELKSIRI              ,,,,,,,,,,, 112   ," 3,089   ",-5.9540815,34.576848
0358,,356,358,,LALLA MIMOUNA                 ,,,,,,,,,,, 2   , 16   ,-6.070223,34.847771
0359,,851,359,,JORF EL MELHA                 ,,,,,,,,,,, 76   ," 2,578   ",-5.5085103,34.4876652
0360,,359,360,,SOUK TLETA EL GHARB           ,,,,,,,,,,, -     , -     ,-6.136237,34.618903
0361,,343,361,,SIDI BOUSBER                  ,,,,,,,,,,, -     , -     ,-5.361151,34.564056
0362,,334,362,,AIN DEFFALI                   ,,,,,,,,,,, -     , -     ,-5.552409,34.595684
0363,,360,363,,SEBT AIT IKKOU                ,,,,,,,,,,, -     , -     ,-6.136423,33.67041
0364,,374,364,,TIFLET MEDINA                 ,,,,,,,,,,, 385   ," 11,015   ",-6.3116509,33.8933443
0365,,365,365,,OULMES                        ,,,,,,,,,,, 57   ," 2,317   ",-6.006354,33.422269
0366,,367,366,,TIDDAS                        ,,,,,,,,,,, 64   , 995   ,-6.267491,33.568088
0367,,366,367,,MAAZIZ                        ,,,,,,,,,,, 135   ," 2,255   ",-6.319043,33.667483
0368,,375,368,,SIDI ABDERAZAK                ,,,,,,,,,,, 15   , 318   ,-6.1626,33.962438
0369,,376,369,,SIDI ALLAL EL BAHRAOUI        ,,,,,,,,,,, 96   ," 3,695   ",-6.5331665,34.0108348
0370,,374,370,,TIFLET PPAL                   ,,,,,,,,,,, 449   ," 13,739   ",-6.3239166,33.8933598
0371,,640,371,,TANGER 20 AOUT                ,,,,,,,,,,, 76   ," 4,162   ",-5.8210856,35.7701761
0372,,647,372,,KSAR SGHIR                    ,,,,,,,,,,, 130   ," 4,335   ",-5.557934,35.840595
0373,,640,373,,TANGER PPAL                   ,,,,,,,,,,, 860   ," 60,062   ",-5.806961,35.778219
0374,,640,374,,TANGER AL IRFANE              ,,,,,,,,,,, 139   ," 7,057   ",-5.881784,35.7326049
0375,,640,375,,TANGER EL OUAFAE              ,,,,,,,,,,, 70   ," 2,496   ",-5.8466042,35.7496905
0376,,640,376,,TANGER BNI MAKADA             ,,,,,,,,,,, 9   , 862   ,-5.8127761,35.760539
0377,,640,377,,TANGER AEROPORT               ,,,,,,,,,,, -     , -     ,-5.912829,35.72592
0378,,640,378,,TANGER BIR CHIFAE             ,,,,,,,,,,, 106   ," 2,598   ",-5.8168531,35.7447358
0379,,640,379,,TANGER COMPLEXE HASSANI       ,,,,,,,,,,, 34   , 892   ,-5.843066,35.744819
0386,,649,386,,MELLOUSSA                     ,,,,,,,,,,, 10   , 372   ,-5.632038,35.735995
0387,,640,387,,TANGER DRADEB                 ,,,,,,,,,,, 81   ," 2,775   ",-5.8290035,35.7856368
0388,,640,388,,TANGER VAL FLEURI             ,,,,,,,,,,, 49   ," 2,768   ",-5.8311921,35.7776272
0390,,648,390,,GZENAYA                       ,,,,,,,,,,, 122   ," 3,480   ",-5.90594,35.707438
0391,,575,391,,BERKANE PPAL                  ,,,,,,,,,,, 209   ," 7,641   ",-2.3314311,34.9271874
0392,,575,392,,BERKANE BOUHDILA              ,,,,,,,,,,, 16   ," 1,312   ",-2.338876,34.928511
0394,,579,394,,SAIDIA                        ,,,,,,,,,,, 175   ," 1,782   ",-2.226403,35.08594
0395,,579,395,,SAIDIA MARINA                 ,,,,,,,,,,, 12   , 85   ,-2.293525,35.10936
0396,,581,396,,TAFOGHALT                     ,,,,,,,,,,, 2   , 238   ,-2.40989,34.809569
0397,,577,397,,AKLIM                         ,,,,,,,,,,, 8   , 280   ,-2.518409,34.891209
0398,,580,398,,MADAGH                        ,,,,,,,,,,, 2   , 11   ,-2.338908,35.010212
0399,,575,399,,SIDI BOUHOURIA                ,,,,,,,,,,, -     , -     ,-2.360322,34.738447
0400,,582,400,,HASSI BLAL                    ,,,,,,,,,,, -     , -     ,-2.206187,34.308108
0401,,575,401,,AIN REGADA                    ,,,,,,,,,,, 1   , 37   ,-2.2329391,34.9341436
0402,,570,402,,OUJDA ER-RIAD                 ,,,,,,,,,,, 308   ," 9,549   ",-1.9036228,34.6800348
0403,,572,403,,SIDI YAHIA DOUJDA             ,,,,,,,,,,, 59   ," 4,154   ",-1.867633,34.667325
0404,,312,404,,BOUARFA                       ,,,,,,,,,,, 308   ," 9,314   ",-1.958584,32.537341
0405,,312,405,,BOUARFA HAY TOBA              ,,,,,,,,,,, -     , -     ,-1.964182,32.534015
0406,,313,406,,TENDRARA                      ,,,,,,,,,,, 421   ," 5,371   ",-2.0029852,33.0521649
0407,,316,407,,BOUANANE                      ,,,,,,,,,,, 123   ," 2,321   ",-3.049234,32.037996
0408,,310,408,,AIN CHOUATER                  ,,,,,,,,,,, -     , -     ,-2.963755,31.848321
0409,,570,409,,NAIMA                         ,,,,,,,,,,, 7   , 456   ,-2.2190238,34.605387
0410,,570,410,,OUJDA OUED ENNACHEF           ,,,,,,,,,,, 276   ," 8,100   ",-1.9281408,34.674988
0413,,575,413,,BERKANE EL OUIDADIYA          ,,,,,,,,,,, 24   , 863   ,-2.3154867,34.9163452
0414,,570,414,,OUJDA ISLY                    ,,,,,,,,,,, 73   ," 8,689   ",-1.9190643,34.688642
0415,,310,415,,FIGUIG                        ,,,,,,,,,,, 45   ," 1,599   ",-1.2287388,32.1098006
0416,,310,416,,FIGUIG ZENAGA                 ,,,,,,,,,,, -     , -     ,-1.2355838,32.098145
0417,,310,417,,FIGUIG HAUTS KSOURS           ,,,,,,,,,,, -     , -     ,-1.2184444,32.120068
0418,,570,418,,OUJDA ESSAADA                 ,,,,,,,,,,, 77   ," 1,681   ",-1.887213,34.6784853
0419,,570,419,,OUJDA NAHDA                   ,,,,,,,,,,, 83   ," 1,962   ",-1.93869,34.6817023
0420,,500,420,,NADOR OULAD MIMOUNE           ,,,,,,,,,,, 122   ," 3,696   ",-2.935952,35.167915
0421,,521,421,,HASSI BERKANE                 ,,,,,,,,,,, -     , -     ,-2.87672,34.838633
0422,,518,422,,RAS EL MA                     ,,,,,,,,,,, 44   , 635   ,-2.42373,35.138183
0423,,520,423,,KARIAT ARKMANE                ,,,,,,,,,,, 10   , 190   ,-2.740228,35.103038
0424,,512,424,,SELOUANE                      ,,,,,,,,,,, 41   , 939   ,-2.942741,35.068043
0425,,500,425,,TLETA JBEL                    ,,,,,,,,,,, -     , -     ,-3.047635,35.183689
0427,,500,427,,NADOR FAR                     ,,,,,,,,,,, -     , -     ,-2.9255605,35.1298946
0428,,519,428,,ZAIO                          ,,,,,,,,,,, 41   , 739   ,-2.7340964,34.9416496
0429,,507,429,,SEGANGAN                      ,,,,,,,,,,, 36   , 902   ,-3.002411,35.154635
0430,,528,430,,TAFERSITE                     ,,,,,,,,,,, 1   , 242   ,-3.54125,35.007099
0431,,523,431,,BEN TIB                       ,,,,,,,,,,, 5   , 112   ,-3.452545,35.045194
0432,,501,432,,DRIOUCH                       ,,,,,,,,,,, 12   , 404   ,-3.39207,34.979624
0433,,503,433,,DAR KEBDANI                   ,,,,,,,,,,, -     , -     ,-3.335367,35.118612
0434,,524,434,,MIDAR                         ,,,,,,,,,,, 22   ," 1,150   ",-3.533847,34.943517
0435,,515,435,,MONTE ARRUI                   ,,,,,,,,,,, 49   ," 1,667   ",-3.000138,35.01122
0436,,515,436,,MONTE ARUI AL MASSIRA         ,,,,,,,,,,, -     , -     ,-3.006416,35.01118
0437,,511,437,,BENI ENZAR                    ,,,,,,,,,,, 368   ," 8,101   ",-2.9328494,35.2668512
0438,,585,438,,TAOURIRT                      ,,,,,,,,,,, 488   ," 10,326   ",-2.8944415,34.4151967
0439,,585,439,,TAOURIRT HAY ES SOUK          ,,,,,,,,,,, -     , -     ,-2.8926981,34.4090053
0440,,585,440,,TAOURIRT  FAR                 ,,,,,,,,,,, -     , -     ,-2.892423,34.399049
0441,,585,441,,TAOURIRT NAHDA                ,,,,,,,,,,, 3   , 5   ,-2.8935671,34.3951271
0442,,586,442,,DEBDOU                        ,,,,,,,,,,, 6   , 53   ,-3.040861,33.984148
0443,,527,443,,BOUDINAR                      ,,,,,,,,,,, 3   , 61   ,-3.631834,35.156054
0444,,500,444,,MHAJER                        ,,,,,,,,,,, -     , -     ,-3.49093,35.118486
0445,,500,445,,TIZTOUTINE                    ,,,,,,,,,,, -     , -     ,-3.155994,34.971201
0446,,502,446,,AIN ZORAH                     ,,,,,,,,,,, -     , -     ,-3.534615,34.652497
0447,,525,447,,KHEMIS TEMSAMANE              ,,,,,,,,,,, -     , -     ,-3.639822,35.120661
0448,,508,448,,HAD BNI CHIKER                ,,,,,,,,,,, 2   , 520   ,-3.014454,35.276436
0449,,720,449,,ASMATEN                       ,,,,,,,,,,, -     , -     ,-5.357139,35.31875
0451,,720,451,,TETOUAN PPAL                  ,,,,,,,,,,, 386   ," 16,110   ",-5.3739802,35.5705832
0452,,727,452,,TETOUAN CABO NEGRO            ,,,,,,,,,,, -     , -     ,-5.284869,35.666741
0453,,720,453,,TETOUAN TOUILAA               ,,,,,,,,,,, 17   , 965   ,-5.3568864,35.580974
0454,,726,454,,FNIDEQ                        ,,,,,,,,,,, 257   ," 6,285   ",-5.3551457,35.847624
0455,,727,455,,MARTIL                        ,,,,,,,,,,, 124   ," 5,971   ",-5.2778605,35.616652
0456,,728,456,,MDIQ                          ,,,,,,,,,,, 89   ," 3,267   ",-5.3228036,35.6848275
0457,,729,457,,OUED LAOU                     ,,,,,,,,,,, 24   , 704   ,-5.090564,35.448207
0458,,720,458,,TETOUAN MHANECH               ,,,,,,,,,,, 55   ," 2,172   ",-5.3631843,35.5646903
0460,,720,460,,TETOUAN SIDI TALHA            ,,,,,,,,,,, 86   ," 3,438   ",-5.3811872,35.5748102
0461,,720,461,,TETOUAN TOUABEL               ,,,,,,,,,,, 81   ," 2,698   ",-5.3456681,35.5812282
0462,,722,462,,BNI KARRICH FOUKI             ,,,,,,,,,,, 5   , 265   ,-5.422949,35.50742
0463,,50,463,,AL HOCEIMA PRINCIPAL          ,,,,,,,,,,, 575   ," 9,620   ",-3.9317241,35.2435468
0464,,61,464,,TARGUIST                      ,,,,,,,,,,, 28   ," 2,448   ",-4.315031,34.93579
0465,,57,465,,IMZOUREN                      ,,,,,,,,,,, 131   ," 3,617   ",-3.850459,35.146771
0466,,56,466,,BNI HADIFA                    ,,,,,,,,,,, 1   , 9   ,-4.142092,35.0221
0467,,50,467,,TORRES DE ALCALA              ,,,,,,,,,,, -     , -     ,-4.324853,35.156429
0468,,55,468,,BENI BOUAYACH                 ,,,,,,,,,,, 10   , 545   ,-3.841012,35.101048
0469,,50,469,,IMRABTEN                      ,,,,,,,,,,, -     , -     ,-3.961566,35.072888
0470,,59,470,,ISSAGUEN                      ,,,,,,,,,,, 1   , 26   ,-4.570305,34.917828
0471,,62,471,,BNI AMMART                    ,,,,,,,,,,, -     , -     ,-4.159339,34.812037
0472,,54,472,,ARBAA TAOURIRT                ,,,,,,,,,,, -     , -     ,-3.835926,34.931498
0473,,150,473,,CHEFCHAOUEN                   ,,,,,,,,,,, 119   ," 4,175   ",-5.2655813,35.1680529
0474,,151,474,,BAB BERRET                    ,,,,,,,,,,, 7   , 494   ,-4.890375,34.996366
0475,,167,475,,ZOUMI                         ,,,,,,,,,,, 64   , 671   ,-5.344816,34.797092
0476,,51,476,,BNI BOUFRAH                   ,,,,,,,,,,, -     , -     ,-4.311034,35.100565
0477,,50,477,,ROUADI                        ,,,,,,,,,,, -     , -     ,-4.136017,35.140932
0478,,50,478,,AL HOCEIMA SIDI ABID          ,,,,,,,,,,, 134   ," 2,863   ",-3.9363108,35.2497437
0479,,50,479,,AIT YOUSSEF OU ALI            ,,,,,,,,,,, -     , -     ,-3.915947,35.193551
0480,,152,480,,BNI AHMED                     ,,,,,,,,,,, 15   , 480   ,-5.078312,34.847049
0481,,153,481,,JEBHA                         ,,,,,,,,,,, 19   ," 1,073   ",-4.66635,35.204706
0482,,50,482,,SENADA                        ,,,,,,,,,,, -     , -     ,-4.214292,35.08108
0483,,165,483,,MOKRISSET                     ,,,,,,,,,,, 6   , 97   ,-5.351515,34.92254
0484,,156,484,,BAB TAZA                      ,,,,,,,,,,, 17   ," 1,022   ",-5.195256,35.061545
0485,,150,485,,STEHA                         ,,,,,,,,,,, 5   , 54   ,-4.955215,35.345246
0486,,720,486,,TETOUAN TABOULA               ,,,,,,,,,,, 21   ," 1,002   ",-5.4000539,35.5681375
0487,,570,487,,OUJDA EL AOUINA               ,,,,,,,,,,, 13   ," 1,308   ",-1.888425,34.691786
0488,,570,488,,OUJDA HABOUS                  ,,,,,,,,,,, 26   ," 1,850   ",-1.8942672,34.6711343
0489,,570,489,,OUJDAI ALAZARET               ,,,,,,,,,,, 30   , 963   ,-1.8714899,34.6914242
0490,,570,490,,OUJDA LAMHARCHI               ,,,,,,,,,,, 44   ," 1,791   ",-1.9430673,34.691208
0491,,570,491,,OUJDA EL AMAL                 ,,,,,,,,,,, 12   , 184   ,-1.9071056,34.6837998
0492,,570,492,,OUJDA JAWHARA                 ,,,,,,,,,,, 11   , 205   ,-1.9293197,34.6690376
0493,,570,493,,OUJDA UNIVERSITE              ,,,,,,,,,,, 88   ," 4,488   ",-1.8967295,34.6530062
0494,,500,494,,NADOR BNDE                    ,,,,,,,,,,, 217   ," 5,237   ",-2.9253432,35.1731747
0495,,780,495,,CASABLANCA PRINCIPAL          ,,,,,,,,,,, 515   ," 42,721   ",-7.619046,33.592695
0496,,780,496,,CASA BACHKOU                  ,,,,,,,,,,, 43   ," 1,997   ",-7.627379,33.5573374
0497,,780,497,,CASABLANCA ENNASSIM           ,,,,,,,,,,, 60   ," 4,112   ",-7.657811,33.519288
0498,,780,498,,CASABLANCA BOULEVARD 10 MARS  ,,,,,,,,,,, 134   ," 6,318   ",-7.565329,33.561631
0499,,780,499,,CASA AIN SBAA AL HADIKA       ,,,,,,,,,,, 80   ," 4,551   ",-7.5319467,33.6031976
0500,,780,500,,CASA EMILE ZOLA               ,,,,,,,,,,, 58   ," 1,822   ",-7.593441,33.595658
0501,,780,501,,CASA AEROPORT MOHAMED V       ,,,,,,,,,,, -     , -     ,-7.581317,33.37428
0502,,780,502,,CASABLANCA TECHNOPARK         ,,,,,,,,,,, -     , -     ,-7.6396917,33.5432759
0503,,780,503,,CASABLANCA BASE NAVALE        ,,,,,,,,,,, 78   ," 1,337   ",-7.61816,33.607078
0504,,780,504,,CASABLANCA AEROPORT MOHAMED V ,,,,,,,,,,, -     , -     ,-7.581317,33.37428
0505,,780,505,,CASABLANCA OASIS GARE         ,,,,,,,,,,, -     , -     ,-7.631612,33.554613
0506,,780,506,,CASABLANCA AIN SEBAA          ,,,,,,,,,,, 168   ," 11,781   ",-7.5393261,33.6045872
0507,,796,507,,AIN HARROUDA                  ,,,,,,,,,,, 325   ," 15,141   ",-7.4497162,33.6366898
0508,,787,508,,MOHAMMEDIA PRINCIPAL          ,,,,,,,,,,, 173   ," 8,732   ",-7.3963899,33.7060582
0509,,787,509,,MOHAMMADIA GARE               ,,,,,,,,,,, 134   ," 6,721   ",-7.3874876,33.6965165
0510,,787,510,,MOHAMMEDIA ALIA               ,,,,,,,,,,, 274   ," 18,066   ",-7.3908216,33.6868979
0511,,780,511,,CASABLANCA HAY HASSANI        ,,,,,,,,,,, 292   ," 17,237   ",-7.6720848,33.5734179
0512,,780,512,,CASABLANCA SIDI AL KHADIR     ,,,,,,,,,,, 157   ," 10,454   ",-7.6864949,33.568403
0513,,792,513,,DAR BOUAZZA                   ,,,,,,,,,,, 102   ," 6,895   ",-7.817722,33.515659
