Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0728,,550,,OUARZAZATE TARMIGT            , 787   ," 4,310   ", 717   ," 3,952   ", -     , -     ,,," 1,504   "," 8,262   ",-6.911028,30.9010095
0729,,550,,OUARZAZATE TASSOUMAATE        ," 1,905   "," 12,267   "," 1,538   "," 8,905   ", 1   , 30   ,,," 3,444   "," 21,202   ",-6.9296801,30.9238512
0730,,550,,OUARZAZATE TAOURIRT           , 340   ," 1,496   ", 599   ," 3,593   ", -     , -     ,,, 939   ," 5,089   ",-6.8941422,30.9233486
0731,,550,,OUARZAZATE FAR                ," 2,931   "," 13,850   ", 253   ," 1,357   ", -     , -     ,,," 3,184   "," 15,206   ",-6.910859,30.917229
0732,,565,,ZAGORA                        ," 5,507   "," 36,573   "," 5,186   "," 16,934   ", 1   , 60   ,,," 10,694   "," 53,567   ",-5.8399174,30.3252258
0733,,561,,TALIOUINE                     ," 1,744   "," 13,759   "," 2,575   "," 11,194   ", -     , -     ,,," 4,319   "," 24,953   ",-7.924058,30.532071
0734,,563,,TAZNAKHTE                     ," 1,496   "," 7,230   "," 2,664   "," 9,733   ", -     , -     ,,," 4,160   "," 16,964   ",-7.203732,30.577676
0735,,556,,EL KELAA MGOUNA               ," 5,151   "," 37,305   "," 5,360   "," 28,274   ", -     , -     ,,," 10,511   "," 65,579   ",-6.1295182,31.2367794
0736,,553,,SKOURA AHL AL OUST            ," 1,541   "," 9,901   "," 3,249   "," 15,221   ", -     , -     ,,," 4,790   "," 25,122   ",-6.556027,31.063494
0737,,568,,TAGOUNITE                     ," 1,846   "," 12,503   ", 998   ," 4,865   ", -     , -     ,,," 2,844   "," 17,368   ",-5.5820927,29.9725018
0738,,566,,AGDZ                          ," 2,501   "," 13,820   "," 2,228   "," 12,269   ", -     , -     ,,," 4,729   "," 26,088   ",-6.451807,30.695792
0739,,569,,TAZZARINE                     ," 1,950   "," 16,729   "," 1,206   "," 4,911   ", -     , -     ,,," 3,156   "," 21,640   ",-5.56693,30.781838
0740,,559,,TINERHIR                      ," 5,453   "," 51,594   "," 9,338   "," 37,720   ", -     , -     ,,," 14,791   "," 89,314   ",-5.5305487,31.521328
0741,,555,,BOUMALNE DU DADES             ," 2,950   "," 21,332   "," 3,056   "," 12,368   ", 1   , 10   ,,," 6,007   "," 33,711   ",-5.9837186,31.3702739
0742,,685,,FOUM ZGUID                    ," 1,854   "," 16,864   "," 2,151   "," 7,153   ", -     , -     ,,," 4,005   "," 24,017   ",-6.873051,30.085248
0743,,558,,MSEMRIR                       , 243   ," 1,046   ", 603   ," 4,386   ", -     , -     ,,, 846   ," 5,432   ",-5.821614,31.694929
0744,,550,,KHEMIS DADES                  , 886   ," 7,327   "," 1,095   "," 6,079   ", -     , -     ,,," 1,981   "," 13,407   ",-6.031333,31.306491
0745,,567,,MHAMID                        ," 1,081   "," 8,388   ", 916   ," 3,169   ", -     , -     ,,," 1,997   "," 11,557   ",-5.718899,29.825411
0746,,550,,AMERZGANE                     , 560   ," 2,589   ", 650   ," 2,946   ", 1   , 57   ,,," 1,211   "," 5,592   ",-7.210615,31.045114
0747,,552,,IGHREM NOUGDAL                ," 1,701   "," 10,008   "," 2,823   "," 14,224   ", -     , -     ,,," 4,524   "," 24,232   ",-7.421109,31.229521
0748,,557,,IKNIOUEN                      , 488   ," 2,911   ", 962   ," 5,778   ", -     , -     ,,," 1,450   "," 8,689   ",-5.673095,31.168958
0749,,465,,ARBAA DOUIRANE                , 656   ," 3,320   ", 699   ," 4,348   ", -     , -     ,,," 1,355   "," 7,668   ",-8.779326,31.213324
0750,,550,,TOUNDOUTE                     ," 1,106   "," 7,601   "," 1,739   "," 7,695   ", -     , -     ,,," 2,845   "," 15,296   ",-6.587438,31.272224
0751,,550,,TARHZOUTE NAIT ATTA           , 735   ," 4,167   "," 1,100   "," 4,136   ", -     , -     ,,," 1,835   "," 8,303   ",-5.422493,31.455952
0752,,565,,TAMEGROUTE                    ," 1,223   "," 8,120   "," 1,422   "," 6,376   ", -     , -     ,,," 2,645   "," 14,497   ",-5.688552,30.262118
0753,,565,,NKOB                          , 885   ," 7,257   "," 1,153   "," 6,269   ", -     , -     ,,," 2,038   "," 13,526   ",-5.86436,30.871362
0754,,205,,TNINE BOUCHANE                , 416   ," 1,173   ", 631   ," 4,215   ", -     , -     ,,," 1,047   "," 5,388   ",-8.318346,32.28765
0755,,550,,TALOUET                       , 665   ," 3,884   ", 904   ," 5,155   ", -     , -     ,,," 1,569   "," 9,039   ",-7.240888,31.289698
0756,,450,,MARRAKECH ALLA AL FASSI       ," 3,144   "," 18,205   "," 1,547   "," 13,966   ", 1   , 15   ,,," 4,692   "," 32,185   ",-8.000139,31.645182
0757,,450,,MARRAKECH AZLI (ROUT          ," 1,453   "," 10,266   "," 1,285   "," 9,084   ", -     , -     ,,," 2,738   "," 19,349   ",-8.0405277,31.6250563
0758,,430,,LAAYOUNE PAL                  ," 12,565   "," 75,019   "," 16,658   "," 58,550   ", -     , -     ,,," 29,223   "," 133,568   ",-13.2028748,27.1615514
0759,,430,,LAAYOUNE KHAT RMLA            , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-13.1994617,27.1494945
0760,,430,,LAAYOUNE HAY ERRAHMA          ," 2,526   "," 16,946   "," 2,596   "," 13,313   ", -     , -     ,,," 5,122   "," 30,258   ",-13.1931827,27.1400059
0761,,430,,LAAYOUNE SOUK JEMAL           , 726   ," 5,410   ", 685   ," 4,343   ", -     , -     ,,," 1,411   "," 9,753   ",-13.2154343,27.1625668
0762,,430,,LAAYOUNE HAY TAAOUN           ," 1,047   "," 6,120   ", 996   ," 3,995   ", -     , -     ,,," 2,043   "," 10,115   ",-13.204078,27.144398
0763,,430,,LAAYOUNE AEREPORT             , -     , -     , 11   , 109   , -     , -     ,,, 11   , 109   ,-13.2167566,27.1552546
0764,,430,,LAAYOUNE FAR                  ," 3,255   "," 16,519   ", 335   ," 1,299   ", -     , -     ,,," 3,590   "," 17,818   ",-13.193936,27.15988
0765,,430,,LAAYOUNE 4EME BAFRA           ," 1,288   "," 8,367   ", 207   , 726   , -     , -     ,,," 1,495   "," 9,094   ",-13.219471,27.138438
0766,,430,,LAAYOUNE QUARTIER ADMINISTRATI, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-13.1980804,27.1546664
0767,,430,,LAAYOUNE RHIBA                , 562   ," 3,719   ", 560   ," 3,526   ", -     , -     ,,," 1,122   "," 7,245   ",-13.1994644,27.1446268
0768,,430,,LAAYOUNE MAKKA                , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-13.1995771,27.155584
0769,,430,,LAAYOUNE AL MASSIRA           ," 1,789   "," 12,046   "," 1,712   "," 7,967   ", -     , -     ,,," 3,501   "," 20,013   ",-13.1874441,27.154275
0774,,430,,LAAYOUNE ENNAHDA              ," 2,568   "," 16,876   "," 1,451   "," 4,815   ", 1   , 30   ,,," 4,020   "," 21,721   ",-13.4092775,27.0968116
0775,,260,,ESSEMARA PAL                  ," 7,370   "," 36,705   "," 8,059   "," 23,690   ", -     , -     ,,," 15,429   "," 60,395   ",-11.67056,26.74019
0776,,260,,ESSEMARA ECHAHID              , 480   ," 4,599   ", 70   , 296   , -     , -     ,,, 550   ," 4,895   ",-11.677458,26.738317
0777,,260,,ESSEMARA FAR                  ," 1,931   "," 8,722   ", -     , -     , -     , -     ,,," 1,931   "," 8,722   ",-11.678875,26.739306
0778,,130,,BOUJDOUR                      ," 4,941   "," 32,049   "," 11,031   "," 33,240   ", -     , -     ,,," 15,972   "," 65,289   ",-14.482306,26.127382
0779,,531,,AOUSSERD                      , 192   ," 1,602   ", 25   , 53   , -     , -     ,,, 217   ," 1,655   ",-14.331043,22.548334
0780,,530,,DAKHLA PAL                    ," 11,680   "," 72,251   "," 16,073   "," 27,603   ", 1   , 55   ,,," 27,754   "," 99,909   ",-15.930047,23.700744
0781,,530,,DAKHLA BIR ANZARANE           ," 4,435   "," 31,331   "," 1,366   "," 3,805   ", 1   , 65   ,,," 5,802   "," 35,200   ",-15.934529,23.700339
0782,,530,,DAKHLA FAR                    ," 5,215   "," 26,572   ", 809   , 514   , -     , -     ,,," 6,024   "," 27,086   ",-13.219471,27.138438
0783,,324,,ZAG                           ," 6,838   "," 43,297   "," 2,026   "," 7,505   ", -     , -     ,,," 8,864   "," 50,802   ",-9.296279,28.022033
0784,,90,,FOUM OUDI                     , 501   ," 3,637   "," 1,260   "," 7,235   ", -     , -     ,,," 1,761   "," 10,871   ",-6.429955,32.278491
0785,,70,,AZILAL                        ," 5,733   "," 37,303   "," 5,858   "," 26,485   ", -     , -     ,,," 11,591   "," 63,788   ",-6.5660262,31.9674955
0786,,70,,AZILAL MEDINA                 , 712   ," 2,708   "," 1,307   "," 7,940   ", -     , -     ,,," 2,019   "," 10,648   ",-6.579115,31.955394
0787,,76,,TANNANT                       ," 1,232   "," 7,794   "," 1,824   "," 14,293   ", -     , -     ,,," 3,056   "," 22,088   ",-6.941659,31.862488
0788,,74,,BZOU                          ," 1,187   "," 10,277   "," 1,320   "," 12,030   ", -     , -     ,,," 2,507   "," 22,308   ",-7.056243,32.091074
0789,,72,,TABANNT                       , 190   , 971   , 364   ," 1,220   ", -     , -     ,,, 554   ," 2,192   ",-6.421074,31.658381
0790,,71,,AIT MHAMED                    , 262   , 988   , 729   ," 2,726   ", -     , -     ,,, 991   ," 3,714   ",-6.474043,31.878496
0791,,70,,BNI AYAT                      , 751   ," 5,521   "," 1,137   "," 11,365   ", -     , -     ,,," 1,888   "," 16,886   ",-6.583632,32.216709
0792,,190,,EL KELAA DES SRARHNA VILLE    ," 2,408   "," 14,185   "," 5,027   "," 24,183   ", 1   , 21   ,,," 7,436   "," 38,388   ",-7.408602,32.0465491
0793,,190,,EL KELAA DES SRARHNA EL QODS  ," 1,937   "," 13,294   "," 4,580   "," 31,079   ", -     , -     ,,," 6,517   "," 44,373   ",-7.397436,32.0601595
0794,,87,,TAGUELEFT                     , 840   ," 4,555   "," 1,493   "," 7,342   ", -     , -     ,,," 2,333   "," 11,897   ",-6.126517,32.238498
0795,,73,,ZAOUIA AHENSAL                , 4   , 25   , 114   , 58   , -     , -     ,,, 118   , 83   ,-6.10606,31.833914
0796,,615,,BEN AHMED                     ," 3,180   "," 25,632   "," 5,686   "," 53,553   ", 1   , 100   ,,," 8,867   "," 79,285   ",-7.2434999,33.0664238
0797,,620,,SOUK TLETA LOULAD             , 733   ," 7,620   "," 2,005   "," 28,688   ", -     , -     ,,," 2,738   "," 36,308   ",-7.127895,32.991527
0798,,70,,FOUM JEMAA                    , 805   ," 7,765   "," 1,203   "," 8,635   ", -     , -     ,,," 2,008   "," 16,399   ",-6.981152,31.959816
0799,,619,,SIDI HAJJAJ                   ," 1,663   "," 9,428   "," 5,024   "," 48,492   ", -     , -     ,,," 6,687   "," 57,919   ",-7.265544,32.913112
0800,,90,,FOUM EL ANSER                 , 493   ," 2,590   "," 1,355   "," 6,633   ", -     , -     ,,," 1,848   "," 9,224   ",-6.262038,32.37293
0801,,90,,SIDI JABER                    , 961   ," 8,994   "," 2,397   "," 16,605   ", 1   , 100   ,,," 3,359   "," 25,698   ",-6.453215,32.369941
0802,,100,,KHEMIS OULED AYAD             ," 2,094   "," 17,618   "," 3,236   "," 38,719   ", -     , -     ,,," 5,330   "," 56,337   ",-6.7999229,32.2003244
0803,,90,,BENI MELLAL OULED HAMDANE     ," 7,799   "," 30,710   "," 6,487   "," 44,213   ", 2   , 48   ,,," 14,288   "," 74,971   ",-6.3675846,32.3361831
0804,,91,,OULED MBARK                   ," 1,129   "," 6,427   "," 2,478   "," 16,660   ", -     , -     ,,," 3,607   "," 23,087   ",-6.455981,32.281142
0805,,92,,OULED YAICHE                  ," 1,244   "," 7,351   "," 2,591   "," 30,109   ", -     , -     ,,," 3,835   "," 37,460   ",-6.328113,32.4354365
0806,,90,,BENI MELLAL PPAL              ," 19,079   "," 93,303   "," 15,939   "," 104,692   ", 4   ," 1,290   ",,," 35,022   "," 199,286   ",-6.3592816,32.3334411
0807,,90,,BENI MELLAL LAAYOUNE          , 1   , -     , -     , -     , -     , -     ,,, 1   , -     ,-6.3501513,32.3406115
0808,,90,,BENI MELLAL SIDI ABDELHALIM   ," 1,206   "," 4,883   "," 1,023   "," 8,186   ", -     , -     ,,," 2,229   "," 13,069   ",-6.3493091,32.3352156
0809,,94,,DAR OULED ZIDOUH              , 984   ," 8,289   "," 2,228   "," 35,366   ", -     , -     ,,," 3,212   "," 43,655   ",-6.89751,32.308009
0810,,84,,OUAOUIZERHT                   ," 2,120   "," 15,839   "," 2,709   "," 17,496   ", -     , -     ,,," 4,829   "," 33,335   ",-6.353901,32.158766
0811,,85,,AFOURER                       ," 2,060   "," 17,536   "," 4,224   "," 37,187   ", -     , -     ,,," 6,284   "," 54,723   ",-6.5315974,32.2119568
0812,,90,,BENI MELLAL AIN ASSERDOUNE    ," 4,689   "," 28,822   "," 6,955   "," 50,601   ", -     , -     ,,," 11,644   "," 79,423   ",-6.3447252,32.3403803
0813,,75,,AIT ATTAB                     ," 1,110   "," 9,762   "," 1,350   "," 9,676   ", -     , -     ,,," 2,460   "," 19,438   ",-6.710672,32.110637
0814,,98,,TAGHZIRT                      ," 1,078   "," 6,538   "," 2,829   "," 26,261   ", -     , -     ,,," 3,907   "," 32,799   ",-6.20745,32.437782
0815,,88,,TILOUGGUITE                   , 129   , 256   , 312   , 727   , -     , -     ,,, 441   , 983   ,-6.211892,32.029326
0816,,70,,BINE EL OUIDANE               , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.460546,32.108388
0817,,70,,TNINE TIMOULILT               , 315   ," 1,452   ", 661   ," 6,093   ", -     , -     ,,, 976   ," 7,544   ",-6.464727,32.202888
0818,,621,,BERRECHID PPAL                ," 6,096   "," 39,614   "," 12,595   "," 81,879   ", 2   , 620   ,,," 18,693   "," 122,113   ",-7.588512,33.265857
0819,,621,,BERRECHID YASMINA             ," 2,541   "," 18,169   "," 2,038   "," 20,962   ", 1   , 100   ,,," 4,580   "," 39,230   ",-7.5812638,33.263377
0820,,610,,DEROUA OULED ZIANE            ," 5,638   "," 36,679   "," 6,439   "," 46,360   ", 4   , 93   ,,," 12,081   "," 83,131   ",-7.540778,33.374755
0821,,794,,NOUACEUR                      , 201   ," 1,558   ", 270   ," 2,014   ", -     , -     ,,, 471   ," 3,572   ",-7.547943,33.373548
0822,,70,,TISLIT                        , 61   , 217   , 174   ," 1,447   ", -     , -     ,,, 235   ," 1,664   ",-6.857346,31.97454
0823,,621,,BERRECHID HAY HASSANI         ," 3,202   "," 14,186   "," 9,780   "," 68,347   ", 6   , 374   ,,," 12,988   "," 82,907   ",-7.5737939,33.2694142
0824,,405,,BEJJAAD 11 JANVIER            ," 1,213   "," 7,806   "," 3,176   "," 28,262   ", -     , -     ,,," 4,389   "," 36,069   ",-6.39606,32.769197
0825,,400,,TACHREFT                      , 103   , 361   , 440   ," 3,985   ", -     , -     ,,, 543   ," 4,345   ",-6.47562,32.834698
0826,,406,,TLETA CHOUGRANE               , 153   , 151   , 303   ," 2,342   ", -     , -     ,,, 456   ," 2,492   ",-6.380289,32.8977
0827,,400,,HAD BNI BATAO                 , 195   , 671   , 448   ," 2,480   ", -     , -     ,,, 643   ," 3,151   ",-6.289997,32.828772
0828,,405,,BEJJAAD PPAL                  ," 3,559   "," 31,409   "," 8,172   "," 86,661   ", 2   , 130   ,,," 11,733   "," 118,199   ",-6.3908833,32.770086
0829,,101,,FKIH BEN SALAH PPAL           ," 7,079   "," 60,575   "," 12,841   "," 141,930   ", 2   ," 1,800   ",,," 19,922   "," 204,305   ",-6.6869429,32.5049052
0830,,95,,SEBT OULED NEMMA              ," 4,751   "," 26,640   "," 7,922   "," 66,931   ", -     , -     ,,," 12,673   "," 93,571   ",-6.7012766,32.294479
0831,,90,,SIDI AISSA BEN ALI            , 542   ," 1,761   ", 298   ," 4,350   ", -     , -     ,,, 840   ," 6,111   ",-6.653021,32.342907
0832,,95,,SEBT OULAD NEMMA AVENUE DES FA, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.7022395,32.2949189
0833,,90,,BENI MELLAL HAY MOHAMMADI     ," 3,033   "," 22,623   "," 10,310   "," 81,387   ", -     , -     ,,," 13,343   "," 104,010   ",-6.358777,32.346993
0834,,108,,HAD BRADIA                    , 767   ," 8,043   "," 1,842   "," 23,096   ", -     , -     ,,," 2,609   "," 31,140   ",-6.536264,32.448498
0835,,108,,HAD BRADIA SANABIL            , 453   ," 4,262   ", 401   ," 6,307   ", -     , -     ,,, 854   ," 10,569   ",-6.540706,32.453595
0836,,103,,BNI OUKIL                     , 270   ," 1,186   ", 574   ," 5,432   ", -     , -     ,,, 844   ," 6,618   ",-6.838002,32.574637
0837,,101,,FKIH BEN SALAH GARE           ," 1,671   "," 18,948   "," 3,537   "," 32,550   ", 1   , 270   ,,," 5,209   "," 51,769   ",-6.687943,32.490189
0838,,101,,FKIH BEN SALEH ALLAL BEN ABDELLAH, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.686943,32.504905
0839,,104,,KASBA TADLA PPAL              ," 14,908   "," 69,894   "," 13,507   "," 69,933   ", -     , -     ,,," 28,415   "," 139,827   ",-6.2622714,32.5989812
0840,,104,,KASBA TADLA CASERNE ASSOU OUBA, 669   ," 3,209   ", 105   , 677   , -     , -     ,,, 774   ," 3,886   ",-6.272035,32.590177
0841,,96,,EL KSIBA                      ," 1,262   "," 7,972   "," 2,275   "," 15,747   ", 1   , 16   ,,," 3,538   "," 23,735   ",-6.032342,32.566093
0842,,99,,ZAOUIA ECHCHEIKH              ," 2,170   "," 12,630   "," 5,872   "," 32,451   ", -     , -     ,,," 8,042   "," 45,081   ",-5.918117,32.64396
0843,,97,,ARHBALA                       ," 1,038   "," 4,524   ", 667   ," 3,146   ", -     , -     ,,," 1,705   "," 7,670   ",-5.642475,32.47889
0844,,104,,KASBA TADLA HAY BOUDRAA       ," 4,779   "," 31,824   "," 7,554   "," 63,201   ", 2   , 70   ,,," 12,335   "," 95,095   ",-6.2794651,32.6005404
0845,,96,,EL KSIBA MASSIRA              ," 2,257   "," 14,293   "," 5,268   "," 43,918   ", -     , -     ,,," 7,525   "," 58,211   ",-6.032983,32.567178
0846,,400,,KHOURIBGA PPAL                ," 10,031   "," 57,203   "," 13,101   "," 96,093   ", 4   ," 1,220   ",,," 23,136   "," 154,516   ",-6.9115699,32.8819433
0847,,400,,KHOURIBGA NAHDA               , 1   , 0   , -     , -     , -     , -     ,,, 1   , 0   ,-6.9041804,32.8857769
0848,,400,,KHOURIBGA AL MASSIRA          , 771   ," 3,484   "," 2,374   "," 24,768   ", -     , -     ,,," 3,145   "," 28,251   ",-6.8918395,32.88916
0849,,810,,AGENCE MOBILE                 , 61   , 345   , 87   , 548   , -     , -     ,,, 148   , 893   ,-,-
0850,,400,,KHOURIBGA HAY ESSALAM         , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.8992894,32.8760652
0851,,401,,BOUJNIBA                      , 969   ," 5,139   "," 3,366   "," 20,781   ", 2   , 95   ,,," 4,337   "," 26,014   ",-6.777796,32.8979672
0852,,400,,KHOURIBGA FAR                 ," 1,590   "," 8,467   ", 180   ," 1,134   ", -     , -     ,,," 1,770   "," 9,600   ",-6.950934,32.866413
0853,,400,,BOULANOUAR                    , 848   ," 5,717   "," 3,044   "," 27,088   ", -     , -     ,,," 3,892   "," 32,804   ",-6.876921,32.856892
0854,,400,,HATTANE                       ," 1,448   "," 6,190   "," 3,398   "," 44,995   ", -     , -     ,,," 4,846   "," 51,185   ",-6.803278,32.839769
0855,,400,,KHOURIBGA ZELLAGA             ," 3,432   "," 26,454   "," 7,599   "," 77,959   ", 2   , 230   ,,," 11,033   "," 104,642   ",-6.9160492,32.8880789
0856,,400,,EL GUEFFAF                    , 822   ," 2,882   "," 1,223   "," 9,641   ", -     , -     ,,," 2,045   "," 12,523   ",-6.719652,32.922213
0857,,400,,SEBT BENI YAKHLEF             , 154   , 517   , 452   ," 4,604   ", -     , -     ,,, 606   ," 5,121   ",-6.821094,32.951658
0858,,400,,KHOURIBGA AL QODS             ," 2,213   "," 13,934   "," 5,778   "," 52,030   ", 1   , 20   ,,," 7,992   "," 65,984   ",-6.9301925,32.8854143
0859,,400,,KHOURIBGA AL FATH             , 665   ," 2,686   "," 1,302   "," 10,047   ", -     , -     ,,," 1,967   "," 12,734   ",-6.9286931,32.8902512
0860,,411,,OUED ZEM PPAL                 ," 6,257   "," 43,731   "," 14,062   "," 143,552   ", 1   , 100   ,,," 20,320   "," 187,382   ",-6.5706571,32.861495
0861,,411,,OUED ZEM EL KOREA             , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.5859497,32.8605104
0862,,411,,OUED ZEM EL MADINA            , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.568249,32.862673
0863,,384,,MOULAY BOUAZZA                , 907   ," 6,506   "," 2,941   "," 20,797   ", -     , -     ,,," 3,848   "," 27,302   ",-6.196445,33.22655
0864,,400,,OULED BOUGHADI                , 357   , 644   ," 1,167   "," 10,729   ", -     , -     ,,," 1,524   "," 11,374   ",-6.711759,33.073693
0865,,411,,OUED ZEM AL WAHDA             ," 2,318   "," 12,773   "," 8,241   "," 93,165   ", 1   , 185   ,,," 10,560   "," 106,123   ",-6.5779822,32.8591767
0866,,610,,SETTAT PRINCIPAL              ," 26,742   "," 102,012   "," 24,617   "," 193,481   ", 9   ," 1,622   ",,," 51,368   "," 297,114   ",-7.620497,33.001954
0867,,610,,SETTAT NAFISSE                , -     , -     , 4   , 0   , -     , -     ,,, 4   , 0   ,-7.616873,33.004849
0868,,610,,SETTAT BIR BAOUCH             , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.526032,33.036055
0869,,626,,EL BOUROUJ                    ," 1,541   "," 9,117   "," 2,622   "," 28,118   ", -     , -     ,,," 4,163   "," 37,235   ",-7.1909273,32.5068664
0870,,623,,OULAD ABBOU                   ," 1,359   "," 7,531   "," 5,832   "," 60,119   ", -     , -     ,,," 7,191   "," 67,650   ",-7.937413,33.116657
0871,,614,,OULAD SAID                    , 451   ," 1,560   ", 984   ," 4,295   ", -     , -     ,,," 1,435   "," 5,855   ",-7.814881,32.968424
0872,,618,,RAS EL AIN                    , 727   ," 4,574   "," 2,072   "," 27,020   ", -     , -     ,,," 2,799   "," 31,594   ",-7.393836,32.980979
0873,,610,,BNI KHLOUG                    , 982   ," 4,531   "," 1,988   "," 27,634   ", -     , -     ,,," 2,970   "," 32,165   ",-7.380589,32.641554
0874,,610,,SIDI RAHHAL CHAOUIA           , 963   ," 2,324   "," 1,347   "," 4,921   ", -     , -     ,,," 2,310   "," 7,245   ",-7.771638,32.780353
0875,,610,,GUISSER                       , 911   ," 5,467   "," 1,874   "," 25,476   ", -     , -     ,,," 2,785   "," 30,943   ",-7.5095308,32.7720301
0876,,610,,SETTAT EL FARAH               ," 2,970   "," 27,185   "," 3,527   "," 40,720   ", 11   ," 3,253   ",,," 6,508   "," 71,157   ",-7.6268452,33.008533
0877,,177,,BIR JDID                      ," 4,118   "," 25,877   "," 7,299   "," 53,698   ", 1   , 10   ,,," 11,418   "," 79,586   ",-7.993892,33.375008
0878,,629,,HAD SOUALEM                   ," 6,457   "," 32,585   "," 7,232   "," 66,232   ", -     , -     ,,," 13,689   "," 98,817   ",-7.8599668,33.4186679
0879,,610,,SETTAT SAMIR                  ," 2,098   "," 12,888   "," 3,659   "," 32,178   ", 1   , 80   ,,," 5,758   "," 45,146   ",-7.6102102,33.0019379
0880,,240,,ARBAA IDA OUGOURD             , 158   , 783   , 689   ," 4,541   ", -     , -     ,,, 847   ," 5,324   ",-9.637526,31.424067
0881,,175,,SIDI BOUZID                   ," 1,140   "," 6,025   "," 2,324   "," 15,218   ", -     , -     ,,," 3,464   "," 21,243   ",-8.5519083,33.2302026
0882,,171,,MOULAY ABDELLAH               ," 4,091   "," 19,405   "," 5,474   "," 52,725   ", 3   , 380   ,,," 9,568   "," 72,510   ",-8.58798,33.198697
0883,,188,,TNINE GHARBIA                 , 879   ," 4,294   "," 3,030   "," 17,570   ", -     , -     ,,," 3,909   "," 21,864   ",-8.8549108,32.5701196
0884,,183,,OULAD AMRANE                  ," 1,037   "," 4,620   "," 2,264   "," 15,604   ", -     , -     ,,," 3,301   "," 20,224   ",-8.517843,32.390845
0885,,170,,EL JADIDA PPAL                ," 16,485   "," 80,523   "," 27,864   "," 181,372   ", 10   ," 2,185   ",,," 44,359   "," 264,080   ",-8.5019964,33.2513695
0886,,170,,EL JADIDA BIRANZARANE         ," 1,286   "," 11,735   "," 1,019   "," 10,936   ", -     , -     ,,," 2,305   "," 22,671   ",-8.4924316,33.2230587
0887,,170,,EL JADIDA SAADA               ," 1,762   "," 13,468   "," 1,571   "," 15,096   ", 1   , 90   ,,," 3,334   "," 28,654   ",-8.5273916,33.2412359
0888,,170,,EL JADIDA BOUCHRIT            ," 1,423   "," 7,847   "," 2,542   "," 22,439   ", -     , -     ,,," 3,965   "," 30,285   ",-8.5087891,33.2539771
0889,,170,,EL JADIDA JOUHARA             ," 1,607   "," 11,377   "," 2,139   "," 20,059   ", 5   , 690   ,,," 3,751   "," 32,126   ",-8.4932175,33.2331664
0890,,176,,AZEMMOUR                      ," 4,220   "," 26,444   "," 8,472   "," 68,876   ", -     , -     ,,," 12,692   "," 95,320   ",-8.3432821,33.2887579
0891,,176,,AZEMMOUR OUM ERRABIA          , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-8.342500,33.280556
0892,,186,,KHEMIS DES ZEMAMRA            ," 4,323   "," 31,561   "," 10,127   "," 105,422   ", 4   , 330   ,,," 14,454   "," 137,313   ",-8.6961696,32.625473
0893,,179,,SIDI BENNOUR                  ," 6,176   "," 45,472   "," 15,440   "," 125,426   ", 1   , 400   ,,," 21,617   "," 171,298   ",-8.4233366,32.6494829
0894,,185,,OULED FREJ                    ," 3,816   "," 37,077   "," 6,373   "," 36,291   ", -     , -     ,,," 10,189   "," 73,368   ",-8.2217887,32.9565033
0895,,184,,SIDI SMAIL                    ," 1,675   "," 8,205   "," 3,768   "," 28,706   ", -     , -     ,,," 5,443   "," 36,910   ",-8.5100887,32.8238099
0896,,182,,ARBAA AOUNATE                 ," 1,585   "," 12,147   "," 2,066   "," 13,083   ", -     , -     ,,," 3,651   "," 25,230   ",-8.19432,32.741409
0897,,170,,EL JADIDA PLATEAU             ," 8,715   "," 58,136   "," 12,529   "," 110,692   ", 4   , 995   ,,," 21,248   "," 169,823   ",-8.5163959,33.2495953
0898,,187,,OUALIDIA                      ," 1,614   "," 9,744   "," 3,394   "," 30,862   ", -     , -     ,,," 5,008   "," 40,606   ",-9.0336478,32.7345777
0899,,181,,SEBT BENI HLAL                , 571   ," 2,442   "," 1,418   "," 13,094   ", -     , -     ,,," 1,989   "," 15,536   ",-8.3776975,32.8004692
0900,,590,,SAFI PPAL                     ," 17,775   "," 70,198   "," 23,849   "," 139,395   ", 3   , 630   ,,," 41,627   "," 210,224   ",-9.234803,32.294012
0901,,590,,SAFI AL MASSIRA               ," 1,354   "," 9,829   "," 1,580   "," 16,950   ", 3   , 40   ,,," 2,937   "," 26,819   ",-9.225643,32.2833935
0902,,590,,SAFI LES COURSES              , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-9.2455664,32.2742455
